"","sample","k","n0","r","t_mid","t_gen","auc_l","auc_e","sigma","note"
"163","Glu_1_Csm_2490ε",584022.844722366,0.0498589626006411,0.0594729183335178,273.675023132736,11.6548371928354,2.62167570837064,2.62699427831725,0.0166411336221975,""
"164","Glu_5_Csm_2490ε",0.133349400971299,0.0240688357824868,0.331705062841865,4.56128306316416,2.0896490835004,2.49092523693291,2.48230370567032,0.00754004701978514,""
"165","Ser_1_Csm_2490ε",0.315298356897813,0.045950500356342,0.280527418969982,6.30397898289117,2.47087141465525,5.35897524983951,5.3315157687366,0.0179477201158087,""
"166","Ser_5_Csm_2490ε",0.196214403753836,0.0216402131437571,0.447364372550104,4.66688148861501,1.54940183682668,3.7100912612622,3.70750037817568,0.00609454202402659,""
"167","Thr_1_Csm_2490ε",0.449596586374735,0.0348942948922746,0.283590632755197,8.72820629905077,2.44418221372738,6.68604250733472,6.68912746890497,0.0203205615847992,""
"168","Thr_5_Csm_2490ε",0.425736766113444,0.0343067106632379,0.271016453785297,8.98272347091575,2.55758338978587,6.21942071807463,6.22680760331725,0.0188935997962959,""
"169","As_1_Csm_2491ε",0.391306777881575,0.0154227653113124,0.478249015255368,6.67734973183827,1.44934366501483,6.68162922195058,6.68851142862719,0.0051088414732682,""
"170","As_5_Csm_2491ε",0.506244658548413,0.025253706571501,0.408203613320325,7.21913139190802,1.69804273637338,8.3501572517418,8.34770615056628,0.0137351783258763,""
"171","Glu_1_Csm_2491ε",0.160617606997179,0.0338553871016129,0.171915051759281,7.67946087773852,4.03191677207244,2.43023966412351,2.43340716791399,0.0144635206332656,""
"172","Glu_5_Csm_2491ε",0.116017913201258,0.0241338826200539,0.547177501798113,2.44328480134079,1.26676842209731,2.43249412633728,2.42718130348562,0.00726920623293214,""
"173","Ser_1_Csm_2491ε",0.540634379485277,0.0197961419769836,0.444674433339133,7.35358769176787,1.55877452938994,8.86641730107047,8.88865061292471,0.0162483794185825,""
"174","Ser_5_Csm_2491ε",0.544845705472732,0.0252909042952909,0.380980712704014,7.93354460062147,1.81937604043083,8.59976529798791,8.57288072860039,0.0103387369609203,""
"175","Thr_1_Csm_2491ε",0.425960870571004,0.018892638791682,0.371713176240499,8.25961695470923,1.86473664337225,6.58645311173263,6.60050880612183,0.0131017773210678,""
"176","Thr_5_Csm_2491ε",0.40931832008431,0.0303057545779619,0.289936766180257,8.71304380481712,2.39068397461882,6.09900802581086,6.08176706417203,0.0110012462042661,""
"177","As_1_Csm_2492ε",0.406759664135582,0.0287531911187673,0.418986026639583,6.14856439007909,1.65434438498876,7.12396162735301,7.1141007588728,0.00828151297507855,""
"178","As_5_Csm_2492ε",0.524441645305844,0.0244294319175381,0.412572813499146,7.31711783860719,1.68006024120002,8.60396198107546,8.61035985084942,0.0160068317662034,""
"179","Glu_1_Csm_2492ε",230125.649796422,0.0384783143987289,0.0666121495961223,234.252176642746,10.4057170465536,2.24867604689904,2.25192677622051,0.0120413696741206,""
"180","Glu_5_Csm_2492ε",0.11023123690596,0.0258961003777758,0.222042250787833,5.31748432829242,3.1216904805305,1.9164478963479,1.91497415569712,0.0115279899101874,""
"181","Ser_1_Csm_2492ε",0.428241576765268,0.0577786665945232,0.168372474484095,11.0358520324029,4.11674878975199,5.39180892841312,5.36971111193372,0.0192474213396227,""
"182","Ser_5_Csm_2492ε",0.307881716596713,0.039339020113893,0.296107489047687,6.48680998082319,2.34086338980882,5.20545494281921,5.17489826000536,0.0181214252647572,""
"183","Thr_1_Csm_2492ε",0.447585439555288,0.0504192385699719,0.272208741304871,7.58235024183104,2.54638105020892,7.09798180001756,7.08215457542471,0.0191791545555998,""
"184","Thr_5_Csm_2492ε",0.528949593750555,0.0603404576781389,0.282020628956114,7.26814279972329,2.45778893241107,8.55385245492567,8.49006260138889,0.0308142843862448,""
"185","As_1_Csm_2493ε",0.501330249443261,0.00495245839010531,0.676640524113627,6.80930723235067,1.02439501605072,8.52866182950705,8.60075305736915,0.0297888114802071,""
"186","As_5_Csm_2493ε",0.529136927355464,0.0150790892663445,0.487882048316587,7.23336066471194,1.42072696249353,8.75405718811942,8.76112721318104,0.0128145187476658,""
"187","Glu_1_Csm_2493ε",0.235862013456418,0.0382927620451475,0.13309148308535,12.3285745046741,5.2080506166983,2.74708892424276,2.74996694889425,0.0160452483859819,""
"188","Glu_5_Csm_2493ε",0.0758757728251555,0.00720580957252567,1.18190614394184,1.90744782343328,0.586465502453683,1.65744193874327,1.65457800030994,0.0044204036655469,""
"189","Ser_1_Csm_2493ε",0.493016531449245,0.0164198953245636,0.487578175127406,6.90797281187114,1.42161240170117,8.31182408951014,8.32617910014157,0.0191577412563634,""
"190","Ser_5_Csm_2493ε",0.540287945607836,0.0210220804468659,0.413169716391269,7.76156275223676,1.67763307198328,8.63464888818985,8.62389496944444,0.012442629982158,""
"191","Thr_1_Csm_2493ε",0.437844843536611,0.0220612196107783,0.355830461493047,8.25208634319646,1.94797032736189,6.76452960016422,6.7351663562634,0.0142474792949423,""
"192","Thr_5_Csm_2493ε",0.461448886886207,0.0205001002275257,0.408717366113108,7.50763049923449,1.69590831716244,7.48484118332096,7.490292441923,0.0129556642404327,""
